account_id,region,instance_id,instance_name,environment,state,platform,instance_type,instance_family,vcpu_count,cpu_architecture,launch_time,days_since_launch,root_volume_size_gb,root_volume_type,has_instance_store,private_ips,public_ip,subnet_id,vpc_id,security_group_ids,autoscaling_group_name,avg_cpu_30d,cpu_data_points_count_30d,purchase_option,rightsizing_action,recommended_instance_type,recommendation_reason
198161015548,us-east-1,i-a409368e,puppetmaster.old,Prod,stopped,Linux/Unix,c3.xlarge,c3,4,x86_64,2021-06-04 23:51:24,1643,100,gp3,No,10.0.0.121,52.71.155.107,subnet-c7270e81,vpc-ee3fcb8b,sg-20572f45,,,0,OnDemand,NoData,c3.xlarge,Insufficient CloudWatch data
198161015548,us-east-1,i-a12f2a8b,ops-search-d,Prod,running,Linux/Unix,m3.xlarge,m3,4,x86_64,2023-09-21 19:46:34,804,100,gp3,No,10.0.0.40,54.210.71.106,subnet-c7270e81,vpc-ee3fcb8b,sg-d105d0b4,,3.07,721,OnDemand,Downsize,m3.xlarge,Low CPU (3.1%) but no smaller type available
198161015548,us-east-1,i-85cebc6f,production-cache-a,Prod,running,Linux/Unix,m3.medium,m3,1,x86_64,2025-02-06 19:34:30,300,20,gp3,No,10.1.1.41,,subnet-a0a014d7,vpc-239a0f46,"sg-9ba1b9fe,sg-f7a1b992,sg-11abb374",,1.09,721,OnDemand,Downsize,m3.medium,Low CPU (1.1%) but no smaller type available
198161015548,us-east-1,i-5b08ffb7,ops-nat,Prod,running,Linux/Unix,t2.micro,t2,1,x86_64,2017-05-26 16:52:42,3114,8,gp3,No,10.0.0.164,54.165.3.156,subnet-c7270e81,vpc-ee3fcb8b,sg-6905d00c,,3.19,721,OnDemand,Downsize,t2.nano,Low CPU utilization (3.2%)
198161015548,us-east-1,i-4d83e062,production-cache-c,Prod,running,Linux/Unix,m3.medium,m3,1,x86_64,2025-09-12 20:41:48,82,20,gp3,No,10.1.3.26,,subnet-aa21bc90,vpc-239a0f46,"sg-9ba1b9fe,sg-f7a1b992,sg-11abb374",,1.08,721,OnDemand,Downsize,m3.medium,Low CPU (1.1%) but no smaller type available
198161015548,us-east-2,i-09c5f37643e036865,mysql-upgrade,Prod,stopped,Linux/Unix,t2.large,t2,2,x86_64,2023-05-23 19:36:29,925,20,gp3,No,10.120.0.188,,subnet-09e1d2ddc9b00fbc4,vpc-0ebbfc74c22816763,sg-0eac1f6fcc2ad6a4c,,,0,OnDemand,NoData,t2.large,Insufficient CloudWatch data
198161015548,us-east-2,i-05e80ed206905b62f,staging-database-source,Prod,stopped,Linux/Unix,t2.large,t2,2,x86_64,2023-01-17 23:34:18,1051,20,gp2,No,10.120.3.24,,subnet-0e68ce302e8f6761a,vpc-0ebbfc74c22816763,sg-089068601441e5616,,,0,OnDemand,NoData,t2.large,Insufficient CloudWatch data
198161015548,us-east-2,i-0a4890503b8ec083b,new-bastion,Prod,stopped,Linux/Unix,t2.micro,t2,1,x86_64,2023-09-14 22:00:41,811,8,gp3,No,10.121.0.70,3.13.71.89,subnet-01e9e2c7d87402de5,vpc-0a17197329c88d13b,sg-0840f784cb612d50a,,,0,OnDemand,NoData,t2.micro,Insufficient CloudWatch data
198161015548,us-east-2,i-02904074725f14fa6,staging-database-replica,Prod,stopped,Linux/Unix,t3.medium,t3,2,x86_64,2023-10-20 18:35:24,776,20,gp3,No,10.120.1.67,,subnet-091d0f3940f4e7512,vpc-0ebbfc74c22816763,"sg-0cd6991a0cb4fad5f,sg-0ef78d353a768ba16,sg-093c5f5acddcbfc53,sg-089068601441e5616",,,0,OnDemand,NoData,t3.medium,Insufficient CloudWatch data
198161015548,us-west-1,i-015d864871acc6280,ops-search,Prod,running,Linux/Unix,m3.large,m3,2,x86_64,2022-10-18 18:48:42,1143,100,gp2,No,192.168.0.132,54.177.56.90,subnet-08fc19bfab67ca23c,vpc-09d7f3d3079d4287a,sg-0819c09f25f3cae79,,0.33,720,OnDemand,Downsize,m3.large,Low CPU (0.3%) but no smaller type available
198161015548,us-west-1,i-0cd3b6aaf9dadb07d,opensearch-test,Prod,stopped,Linux/Unix,m3.large,m3,2,x86_64,2022-10-18 18:46:07,1143,100,gp2,No,192.168.0.50,,subnet-08fc19bfab67ca23c,vpc-09d7f3d3079d4287a,sg-0cb7e3f229db99936,,,0,OnDemand,NoData,m3.large,Insufficient CloudWatch data
198161015548,us-west-2,i-09ccc6ac0b3f0339a,muhimbi-node0,Prod,running,windows,t2.medium,t2,2,x86_64,2022-04-07 18:28:20,1337,30,gp2,No,10.33.5.64,34.221.149.136,subnet-2be84a60,vpc-da0d2aa3,sg-0a770ac9ca26e6659,,0.47,720,OnDemand,Downsize,t2.small,Low CPU utilization (0.5%)
